Name,State,Total_Population,Hispanic_Latino,White_Alone,Black_Alone,Asian_Alone,Pacific_Islander_Alone,Total_Housing_Units,State_FIPS,Place_FIPS,Hispanic_Latino_Pct,White_Alone_Pct,Black_Alone_Pct,Asian_Alone_Pct,Pacific_Islander_Alone_Pct
"El Ojo comunidad, Puerto Rico",Puerto Rico,1118,1112,3,0,3,0,524,72,25771,99.46,0.27,0.0,0.27,0.0
"El Paraiso comunidad, Puerto Rico",Puerto Rico,1383,1380,2,1,0,0,620,72,25835,99.78,0.14,0.07,0.0,0.0
"El Tumbao comunidad, Puerto Rico",Puerto Rico,1876,1855,14,1,0,0,1063,72,26287,98.88,0.75,0.05,0.0,0.0
"Emajagua comunidad, Puerto Rico",Puerto Rico,2469,2460,6,2,1,0,1421,72,26502,99.64,0.24,0.08,0.04,0.0
"Espino comunidad, Puerto Rico",Puerto Rico,1779,1771,5,0,0,0,800,72,27263,99.55,0.28,0.0,0.0,0.0
"Fajardo zona urbana, Puerto Rico",Puerto Rico,25133,24727,194,101,17,2,14561,72,27964,98.38,0.77,0.4,0.07,0.01
"Florida zona urbana, Puerto Rico",Puerto Rico,4190,4163,17,4,2,0,1912,72,28824,99.36,0.41,0.1,0.05,0.0
"Fránquez comunidad, Puerto Rico",Puerto Rico,1725,1712,9,0,0,1,716,72,29555,99.25,0.52,0.0,0.0,0.06
"Frontón comunidad, Puerto Rico",Puerto Rico,1146,1137,5,0,2,0,496,72,29682,99.21,0.44,0.0,0.17,0.0
"Galateo comunidad, Puerto Rico",Puerto Rico,2224,2215,5,1,0,0,925,72,29813,99.6,0.22,0.04,0.0,0.0
"G. L. García comunidad, Puerto Rico",Puerto Rico,1543,1538,3,2,0,0,731,72,30544,99.68,0.19,0.13,0.0,0.0
"Guánica zona urbana, Puerto Rico",Puerto Rico,4642,4616,14,6,0,0,3369,72,31189,99.44,0.3,0.13,0.0,0.0
"Guayabal comunidad, Puerto Rico",Puerto Rico,1613,1603,3,1,1,0,733,72,31877,99.38,0.19,0.06,0.06,0.0
"Guayama zona urbana, Puerto Rico",Puerto Rico,18797,18669,82,2,15,1,9865,72,32221,99.32,0.44,0.01,0.08,0.01
"Guayanilla zona urbana, Puerto Rico",Puerto Rico,3178,3164,8,1,0,1,1636,72,32307,99.56,0.25,0.03,0.0,0.03
"Guaynabo zona urbana, Puerto Rico",Puerto Rico,68491,66758,1125,271,150,5,32455,72,32522,97.47,1.64,0.4,0.22,0.01
"Gurabo zona urbana, Puerto Rico",Puerto Rico,6457,6392,35,9,5,0,3153,72,32823,98.99,0.54,0.14,0.08,0.0
"Hacienda San José comunidad, Puerto Rico",Puerto Rico,4061,4005,40,2,8,1,1419,72,33184,98.62,0.98,0.05,0.2,0.02
"Hatillo zona urbana, Puerto Rico",Puerto Rico,3785,3724,50,4,7,0,1939,72,33296,98.39,1.32,0.11,0.18,0.0
"Hato Candal comunidad, Puerto Rico",Puerto Rico,1715,1709,3,1,0,0,820,72,33683,99.65,0.17,0.06,0.0,0.0
"Hato Viejo comunidad, Puerto Rico",Puerto Rico,1376,1364,5,0,6,0,603,72,34242,99.13,0.36,0.0,0.44,0.0
"Hormigueros zona urbana, Puerto Rico",Puerto Rico,11072,11000,47,9,6,0,5641,72,35059,99.35,0.42,0.08,0.05,0.0
"H. Rivera Colón comunidad, Puerto Rico",Puerto Rico,1955,1947,8,0,0,0,836,72,35403,99.59,0.41,0.0,0.0,0.0
"Humacao zona urbana, Puerto Rico",Puerto Rico,14972,14820,95,14,33,0,7789,72,35532,98.98,0.63,0.09,0.22,0.0
"Imbéry comunidad, Puerto Rico",Puerto Rico,3636,3623,11,0,0,0,1598,72,35962,99.64,0.3,0.0,0.0,0.0
"Indios comunidad, Puerto Rico",Puerto Rico,1303,1299,1,0,0,0,587,72,36177,99.69,0.08,0.0,0.0,0.0
"Ingenio comunidad, Puerto Rico",Puerto Rico,2720,2705,7,5,1,0,1307,72,36263,99.45,0.26,0.18,0.04,0.0
"Isabela zona urbana, Puerto Rico",Puerto Rico,9607,9468,112,4,8,0,5284,72,36478,98.55,1.17,0.04,0.08,0.0
"Jaguas comunidad, Puerto Rico",Puerto Rico,1794,1788,0,0,0,0,754,72,37336,99.67,0.0,0.0,0.0,0.0
"Jauca comunidad, Puerto Rico",Puerto Rico,1688,1674,6,2,0,0,875,72,38241,99.17,0.36,0.12,0.0,0.0
"Jayuya zona urbana, Puerto Rico",Puerto Rico,3064,3035,24,5,0,0,1386,72,38370,99.05,0.78,0.16,0.0,0.0
"Jobos comunidad, Puerto Rico",Puerto Rico,1761,1752,5,0,2,0,1083,72,38671,99.49,0.28,0.0,0.11,0.0
"Juana Díaz zona urbana, Puerto Rico",Puerto Rico,7352,7321,18,6,0,0,3545,72,38972,99.58,0.24,0.08,0.0,0.0
"Juncos zona urbana, Puerto Rico",Puerto Rico,8204,8149,30,13,0,0,4008,72,39574,99.33,0.37,0.16,0.0,0.0
"La Alianza comunidad, Puerto Rico",Puerto Rico,2265,2260,4,0,0,0,1061,72,39875,99.78,0.18,0.0,0.0,0.0
"La Dolores comunidad, Puerto Rico",Puerto Rico,2792,2778,10,1,0,0,1275,72,40348,99.5,0.36,0.04,0.0,0.0
"La Fermina comunidad, Puerto Rico",Puerto Rico,2187,2173,8,3,0,0,1085,72,40563,99.36,0.37,0.14,0.0,0.0
"Lajas zona urbana, Puerto Rico",Puerto Rico,4471,4439,20,4,3,0,2333,72,40950,99.28,0.45,0.09,0.07,0.0
"La Luisa comunidad, Puerto Rico",Puerto Rico,2425,2413,7,0,1,0,1129,72,41294,99.51,0.29,0.0,0.04,0.0
"La Playa comunidad, Puerto Rico",Puerto Rico,1359,1336,17,2,1,1,742,72,42068,98.31,1.25,0.15,0.07,0.07
"Lares zona urbana, Puerto Rico",Puerto Rico,5081,5047,18,0,4,0,2660,72,42498,99.33,0.35,0.0,0.08,0.0
"Las Carolinas comunidad, Puerto Rico",Puerto Rico,2082,2076,5,1,0,0,966,72,42842,99.71,0.24,0.05,0.0,0.0
"Las Marías comunidad, Puerto Rico",Puerto Rico,1773,1767,4,2,0,0,804,72,43702,99.66,0.23,0.11,0.0,0.0
"Las Ollas comunidad, Puerto Rico",Puerto Rico,1202,1199,3,0,0,0,579,72,44089,99.75,0.25,0.0,0.0,0.0
"Las Piedras zona urbana, Puerto Rico",Puerto Rico,5173,5147,20,2,3,0,2590,72,44390,99.5,0.39,0.04,0.06,0.0
"Liborio Negrón Torres comunidad, Puerto Rico",Puerto Rico,1001,998,2,0,0,0,493,72,45379,99.7,0.2,0.0,0.0,0.0
"Lluveras comunidad, Puerto Rico",Puerto Rico,1486,1481,5,0,0,0,798,72,46282,99.66,0.34,0.0,0.0,0.0
"Loíza zona urbana, Puerto Rico",Puerto Rico,3127,3104,2,17,4,0,1475,72,46368,99.26,0.06,0.54,0.13,0.0
"Lomas Verdes comunidad, Puerto Rico",Puerto Rico,1190,1184,3,0,1,0,569,72,46800,99.5,0.25,0.0,0.08,0.0
"Los Llanos comunidad, Puerto Rico",Puerto Rico,1814,1805,4,1,1,1,876,72,47013,99.5,0.22,0.06,0.06,0.06
"Los Prados comunidad, Puerto Rico",Puerto Rico,2939,2914,18,0,2,0,1254,72,47422,99.15,0.61,0.0,0.07,0.0
"Luis Lloréns Torres comunidad, Puerto Rico",Puerto Rico,2696,2690,2,3,0,0,1190,72,47615,99.78,0.07,0.11,0.0,0.0
"Luis M. Cintrón comunidad, Puerto Rico",Puerto Rico,1699,1688,4,0,1,0,932,72,47701,99.35,0.24,0.0,0.06,0.0
"Luquillo zona urbana, Puerto Rico",Puerto Rico,6438,6274,115,25,3,2,3618,72,47787,97.45,1.79,0.39,0.05,0.03
"Luyando comunidad, Puerto Rico",Puerto Rico,2458,2448,8,1,0,0,1060,72,47873,99.59,0.33,0.04,0.0,0.0
"Manatí zona urbana, Puerto Rico",Puerto Rico,10974,10881,55,9,15,0,6141,72,50152,99.15,0.5,0.08,0.14,0.0
"Mansión del Mar comunidad, Puerto Rico",Puerto Rico,25591,25325,158,43,40,0,12585,72,50260,98.96,0.62,0.17,0.16,0.0
"María Antonia comunidad, Puerto Rico",Puerto Rico,1599,1589,8,2,0,0,790,72,50754,99.37,0.5,0.13,0.0,0.0
"Mariano Colón comunidad, Puerto Rico",Puerto Rico,1749,1739,6,0,0,0,806,72,51055,99.43,0.34,0.0,0.0,0.0
"Martorell comunidad, Puerto Rico",Puerto Rico,1868,1862,5,1,0,0,868,72,51657,99.68,0.27,0.05,0.0,0.0
"Maunabo zona urbana, Puerto Rico",Puerto Rico,1555,1540,10,3,0,0,793,72,52345,99.04,0.64,0.19,0.0,0.0
"Mayagüez zona urbana, Puerto Rico",Puerto Rico,57566,56745,582,91,79,0,33167,72,52431,98.57,1.01,0.16,0.14,0.0
"Miranda comunidad, Puerto Rico",Puerto Rico,1486,1475,10,0,0,0,698,72,53678,99.26,0.67,0.0,0.0,0.0
"Monserrate comunidad, Puerto Rico",Puerto Rico,2331,2327,2,1,0,0,1076,72,53979,99.83,0.09,0.04,0.0,0.0
"Monte Grande comunidad, Puerto Rico",Puerto Rico,2775,2755,14,2,2,0,1323,72,54366,99.28,0.5,0.07,0.07,0.0
"Mora comunidad, Puerto Rico",Puerto Rico,1453,1437,11,0,0,0,719,72,54882,98.9,0.76,0.0,0.0,0.0
"Morovis zona urbana, Puerto Rico",Puerto Rico,1686,1677,6,1,1,0,866,72,55097,99.47,0.36,0.06,0.06,0.0
"Mucarabones comunidad, Puerto Rico",Puerto Rico,1246,1242,3,0,1,0,572,72,55355,99.68,0.24,0.0,0.08,0.0
"Naguabo zona urbana, Puerto Rico",Puerto Rico,3822,3802,14,0,4,0,2093,72,55828,99.48,0.37,0.0,0.1,0.0
"Naranjito zona urbana, Puerto Rico",Puerto Rico,2589,2571,11,2,1,0,1208,72,56129,99.3,0.42,0.08,0.04,0.0
"Olimpo comunidad, Puerto Rico",Puerto Rico,1709,1701,6,0,0,0,841,72,57075,99.53,0.35,0.0,0.0,0.0
"Orocovis zona urbana, Puerto Rico",Puerto Rico,1114,1106,3,5,0,0,535,72,57290,99.28,0.27,0.45,0.0,0.0
"Pájaros comunidad, Puerto Rico",Puerto Rico,8773,8728,22,5,6,0,3456,72,57806,99.49,0.25,0.06,0.07,0.0
"Palmarejo comunidad (Corozal Municipio), Puerto Rico",Puerto Rico,1565,1558,6,0,0,1,663,72,58064,99.55,0.38,0.0,0.0,0.06
"Palmas comunidad, Puerto Rico",Puerto Rico,1568,1556,5,2,0,0,851,72,58365,99.23,0.32,0.13,0.0,0.0
"Palmas del Mar comunidad, Puerto Rico",Puerto Rico,3124,2592,467,14,23,0,3395,72,58602,82.97,14.95,0.45,0.74,0.0
"Palma Sola comunidad, Puerto Rico",Puerto Rico,1200,1186,8,3,1,0,538,72,58613,98.83,0.67,0.25,0.08,0.0
"Palomas comunidad (Comerío Municipio), Puerto Rico",Puerto Rico,1865,1854,10,0,0,0,785,72,58967,99.41,0.54,0.0,0.0,0.0
"Palomas comunidad (Yauco Municipio), Puerto Rico",Puerto Rico,1416,1409,6,1,0,0,737,72,59053,99.51,0.42,0.07,0.0,0.0
"Parcelas de Navarro comunidad, Puerto Rico",Puerto Rico,1293,1287,2,1,0,0,652,72,59386,99.54,0.15,0.08,0.0,0.0
"Parcelas Nuevas comunidad, Puerto Rico",Puerto Rico,1351,1347,3,0,0,0,650,72,59425,99.7,0.22,0.0,0.0,0.0
"Pastos comunidad, Puerto Rico",Puerto Rico,1137,1132,4,1,0,0,555,72,60257,99.56,0.35,0.09,0.0,0.0
"Patillas zona urbana, Puerto Rico",Puerto Rico,3647,3629,10,4,0,0,1808,72,60472,99.51,0.27,0.11,0.0,0.0
"Peñuelas zona urbana, Puerto Rico",Puerto Rico,4891,4871,8,11,1,0,2208,72,61074,99.59,0.16,0.22,0.02,0.0
"Piedra Aguza comunidad, Puerto Rico",Puerto Rico,2524,2507,14,0,0,0,1101,72,61545,99.33,0.55,0.0,0.0,0.0
"Piedra Gorda comunidad, Puerto Rico",Puerto Rico,1758,1753,5,0,0,0,760,72,61590,99.72,0.28,0.0,0.0,0.0
"Playa Fortuna comunidad, Puerto Rico",Puerto Rico,1396,1370,13,7,0,0,772,72,63310,98.14,0.93,0.5,0.0,0.0
"Playita comunidad (Yabucoa Municipio), Puerto Rico",Puerto Rico,1302,1297,5,0,0,0,606,72,63525,99.62,0.38,0.0,0.0,0.0
"Playita Cortada comunidad, Puerto Rico",Puerto Rico,1475,1471,2,0,0,0,693,72,63568,99.73,0.14,0.0,0.0,0.0
"Pole Ojea comunidad, Puerto Rico",Puerto Rico,1399,1386,11,0,0,0,929,72,63697,99.07,0.79,0.0,0.0,0.0
"Ponce zona urbana, Puerto Rico",Puerto Rico,107951,106959,675,85,92,0,55405,72,63820,99.08,0.63,0.08,0.09,0.0
"Potala Pastillo comunidad, Puerto Rico",Puerto Rico,2455,2450,4,0,0,0,1206,72,64127,99.8,0.16,0.0,0.0,0.0
"Pueblito del Río comunidad, Puerto Rico",Puerto Rico,1118,1117,0,1,0,0,529,72,64500,99.91,0.0,0.09,0.0,0.0
"Puerto Real comunidad, Puerto Rico",Puerto Rico,5383,5353,22,4,0,0,2495,72,65589,99.44,0.41,0.07,0.0,0.0
"Punta Santiago comunidad, Puerto Rico",Puerto Rico,3524,3477,16,22,0,0,1980,72,66492,98.67,0.45,0.62,0.0,0.0
"Quebrada Prieta comunidad, Puerto Rico",Puerto Rico,1060,1059,0,0,0,0,479,72,67675,99.91,0.0,0.0,0.0,0.0
"Quebradillas zona urbana, Puerto Rico",Puerto Rico,5658,5631,16,2,4,0,2778,72,68040,99.52,0.28,0.04,0.07,0.0
"Rafael Capó comunidad, Puerto Rico",Puerto Rico,1639,1628,9,0,2,0,752,72,68513,99.33,0.55,0.0,0.12,0.0
"Rafael González comunidad, Puerto Rico",Puerto Rico,1983,1976,4,0,0,0,936,72,68556,99.65,0.2,0.0,0.0,0.0
"Rafael Hernández comunidad, Puerto Rico",Puerto Rico,1152,1144,6,2,0,0,601,72,68599,99.31,0.52,0.17,0.0,0.0
"Ramos comunidad, Puerto Rico",Puerto Rico,1497,1484,8,2,0,0,786,72,68771,99.13,0.53,0.13,0.0,0.0
"Rincón comunidad, Puerto Rico",Puerto Rico,1134,1130,3,1,0,0,486,72,69488,99.65,0.26,0.09,0.0,0.0
"Rincón zona urbana, Puerto Rico",Puerto Rico,1482,1415,57,5,2,0,1115,72,69588,95.48,3.85,0.34,0.13,0.0
"Río Blanco comunidad, Puerto Rico",Puerto Rico,1505,1491,11,2,0,0,725,72,70448,99.07,0.73,0.13,0.0,0.0
"Río Cañas Abajo comunidad, Puerto Rico",Puerto Rico,1364,1355,2,3,0,0,584,72,70706,99.34,0.15,0.22,0.0,0.0
"Río Grande zona urbana, Puerto Rico",Puerto Rico,10466,10401,36,21,0,0,5096,72,71136,99.38,0.34,0.2,0.0,0.0
"Río Lajas comunidad, Puerto Rico",Puerto Rico,1778,1761,1,4,7,0,878,72,71437,99.04,0.06,0.22,0.39,0.0
"Sabana comunidad, Puerto Rico",Puerto Rico,1542,1529,5,2,0,0,701,72,73200,99.16,0.32,0.13,0.0,0.0
"Sabana Eneas comunidad, Puerto Rico",Puerto Rico,1283,1280,2,1,0,0,731,72,73372,99.77,0.16,0.08,0.0,0.0
"Sabana Grande zona urbana, Puerto Rico",Puerto Rico,8536,8474,41,6,3,0,4214,72,73544,99.27,0.48,0.07,0.04,0.0
"Sabana Hoyos comunidad, Puerto Rico",Puerto Rico,3239,3223,11,2,1,0,1540,72,73716,99.51,0.34,0.06,0.03,0.0
"Sabana Seca comunidad, Puerto Rico",Puerto Rico,8252,8199,14,20,0,0,4023,72,74189,99.36,0.17,0.24,0.0,0.0
"Salinas zona urbana, Puerto Rico",Puerto Rico,3991,3957,24,1,0,0,2243,72,74877,99.15,0.6,0.03,0.0,0.0
"San Antonio comunidad (Aguadilla Municipio), Puerto Rico",Puerto Rico,1695,1686,5,1,1,0,928,72,75608,99.47,0.29,0.06,0.06,0.0
"San Antonio comunidad (Dorado Municipio), Puerto Rico",Puerto Rico,7350,7283,32,14,5,1,3076,72,75694,99.09,0.44,0.19,0.07,0.01
"San Antonio comunidad (Quebradillas Municipio), Puerto Rico",Puerto Rico,2232,2217,8,2,1,1,1015,72,75780,99.33,0.36,0.09,0.04,0.04
"San Germán zona urbana, Puerto Rico",Puerto Rico,9183,9076,67,15,9,0,5085,72,76167,98.83,0.73,0.16,0.1,0.0
"San Isidro comunidad, Puerto Rico",Puerto Rico,6976,6927,24,14,7,0,3220,72,76339,99.3,0.34,0.2,0.1,0.0
"San José comunidad, Puerto Rico",Puerto Rico,2241,2234,2,3,0,0,1016,72,76683,99.69,0.09,0.13,0.0,0.0
"San Juan zona urbana, Puerto Rico",Puerto Rico,322854,315380,4799,1010,790,7,182495,72,76770,97.69,1.49,0.31,0.24,0.0
"San Lorenzo zona urbana, Puerto Rico",Puerto Rico,8664,8619,26,2,4,0,4110,72,77027,99.48,0.3,0.02,0.05,0.0
"San Sebastián zona urbana, Puerto Rico",Puerto Rico,8470,8424,29,3,0,0,4483,72,77500,99.46,0.34,0.04,0.0,0.0
"Santa Bárbara comunidad, Puerto Rico",Puerto Rico,3358,3334,10,6,2,0,1736,72,77672,99.29,0.3,0.18,0.06,0.0
"Santa Isabel zona urbana, Puerto Rico",Puerto Rico,5436,5406,19,3,2,1,2720,72,78145,99.45,0.35,0.06,0.04,0.02
"Santo Domingo comunidad, Puerto Rico",Puerto Rico,2957,2950,7,0,0,0,1211,72,79564,99.76,0.24,0.0,0.0,0.0
"Stella comunidad, Puerto Rico",Puerto Rico,1047,958,83,1,0,0,971,72,80596,91.5,7.93,0.1,0.0,0.0
"Suárez comunidad, Puerto Rico",Puerto Rico,1535,1524,2,8,1,0,722,72,80639,99.28,0.13,0.52,0.07,0.0
"Tallaboa Alta comunidad, Puerto Rico",Puerto Rico,1622,1618,1,0,0,0,740,72,81456,99.75,0.06,0.0,0.0,0.0
"Tiburones comunidad, Puerto Rico",Puerto Rico,1349,1343,1,0,0,0,631,72,82125,99.56,0.07,0.0,0.0,0.0
"Tierras Nuevas Poniente comunidad, Puerto Rico",Puerto Rico,3653,3614,29,9,0,0,1609,72,82187,98.93,0.79,0.25,0.0,0.0
"Toa Alta zona urbana, Puerto Rico",Puerto Rico,3769,3755,5,4,0,0,1785,72,82488,99.63,0.13,0.11,0.0,0.0
"Toa Baja zona urbana, Puerto Rico",Puerto Rico,1202,1194,5,3,0,0,606,72,82617,99.33,0.42,0.25,0.0,0.0
"Trujillo Alto zona urbana, Puerto Rico",Puerto Rico,43712,43267,298,46,30,0,19844,72,83606,98.98,0.68,0.11,0.07,0.0
"Utuado zona urbana, Puerto Rico",Puerto Rico,7207,7174,25,3,3,0,3570,72,84509,99.54,0.35,0.04,0.04,0.0
"Valle Hill comunidad, Puerto Rico",Puerto Rico,1086,1074,1,9,1,0,453,72,84917,98.9,0.09,0.83,0.09,0.0
"Vázquez comunidad, Puerto Rico",Puerto Rico,1710,1703,1,1,0,0,870,72,85111,99.59,0.06,0.06,0.0,0.0
"Vega Alta zona urbana, Puerto Rico",Puerto Rico,8811,8712,60,11,15,0,4149,72,85197,98.88,0.68,0.12,0.17,0.0
"Vega Baja zona urbana, Puerto Rico",Puerto Rico,23415,23251,112,10,7,0,11103,72,85326,99.3,0.48,0.04,0.03,0.0
"Vieques comunidad, Puerto Rico",Puerto Rico,2433,2419,4,7,3,0,1463,72,85971,99.42,0.16,0.29,0.12,0.0
"Vieques zona urbana, Puerto Rico",Puerto Rico,1668,1546,99,12,0,0,1182,72,86014,92.69,5.94,0.72,0.0,0.0
"Villa Hugo II comunidad, Puerto Rico",Puerto Rico,1355,1334,8,10,1,0,640,72,86796,98.45,0.59,0.74,0.07,0.0
"Villalba zona urbana, Puerto Rico",Puerto Rico,3215,3205,6,0,0,0,1347,72,86831,99.69,0.19,0.0,0.0,0.0
"Yabucoa zona urbana, Puerto Rico",Puerto Rico,5196,5154,28,4,1,2,2824,72,87863,99.19,0.54,0.08,0.02,0.04
"Yauco zona urbana, Puerto Rico",Puerto Rico,13569,13490,52,5,7,2,6916,72,88035,99.42,0.38,0.04,0.05,0.01
"Yeguada comunidad, Puerto Rico",Puerto Rico,1418,1411,7,0,0,0,562,72,88293,99.51,0.49,0.0,0.0,0.0
"Ashaway CDP, Rhode Island",Rhode Island,1501,33,1395,2,6,0,622,44,03520,2.2,92.94,0.13,0.4,0.0
"Bradford CDP, Rhode Island",Rhode Island,1457,53,1220,23,33,4,580,44,08020,3.64,83.73,1.58,2.26,0.27
"Central Falls city, Rhode Island",Rhode Island,22583,14752,4146,1337,121,7,8191,44,14140,65.32,18.36,5.92,0.54,0.03
"Charlestown CDP, Rhode Island",Rhode Island,1714,35,1583,9,7,0,1815,44,14320,2.04,92.36,0.53,0.41,0.0
"Chepachet CDP, Rhode Island",Rhode Island,1704,32,1576,8,6,0,778,44,14860,1.88,92.49,0.47,0.35,0.0
"Cranston city, Rhode Island",Rhode Island,82934,15067,54454,4048,5693,22,34182,44,19180,18.17,65.66,4.88,6.86,0.03
"Cumberland Hill CDP, Rhode Island",Rhode Island,8140,345,6956,119,433,0,3393,44,20260,4.24,85.45,1.46,5.32,0.0
"East Providence city, Rhode Island",Rhode Island,47139,3328,35664,2350,984,5,22196,44,22960,7.06,75.66,4.99,2.09,0.01
"Greenville CDP, Rhode Island",Rhode Island,9061,302,8322,64,148,0,3489,44,31600,3.33,91.84,0.71,1.63,0.0
"Harmony CDP, Rhode Island",Rhode Island,1036,38,935,19,1,0,489,44,33040,3.67,90.25,1.83,0.1,0.0
"Harrisville CDP, Rhode Island",Rhode Island,1745,63,1589,8,9,0,837,44,33400,3.61,91.06,0.46,0.52,0.0
"Hope Valley CDP, Rhode Island",Rhode Island,1870,48,1703,12,16,0,787,44,34660,2.57,91.07,0.64,0.86,0.0
"Kingston CDP, Rhode Island",Rhode Island,7825,683,6168,385,368,4,782,44,38980,8.73,78.82,4.92,4.7,0.05
"Melville CDP, Rhode Island",Rhode Island,1609,230,991,143,100,7,550,44,45010,14.29,61.59,8.89,6.22,0.44
"Narragansett Pier CDP, Rhode Island",Rhode Island,3308,66,3028,33,61,2,2310,44,48700,2.0,91.54,1.0,1.84,0.06
"Newport city, Rhode Island",Rhode Island,25163,2975,18524,1372,438,13,13466,44,49960,11.82,73.62,5.45,1.74,0.05
"Newport East CDP, Rhode Island",Rhode Island,12337,992,9331,655,405,14,6123,44,50140,8.04,75.63,5.31,3.28,0.11
"Pascoag CDP, Rhode Island",Rhode Island,4641,178,4242,26,15,3,1978,44,54460,3.84,91.4,0.56,0.32,0.06
"Pawtucket city, Rhode Island",Rhode Island,75604,18727,34427,9141,1090,36,33832,44,54640,24.77,45.54,12.09,1.44,0.05
"Providence city, Rhode Island",Rhode Island,190934,83815,61917,22429,11359,66,75257,44,59000,43.9,32.43,11.75,5.95,0.03
"Tiverton CDP, Rhode Island",Rhode Island,7809,250,7075,86,101,4,3779,44,70700,3.2,90.6,1.1,1.29,0.05
"Valley Falls CDP, Rhode Island",Rhode Island,12094,1538,9378,326,176,0,5027,44,72500,12.72,77.54,2.7,1.46,0.0
"Wakefield-Peace Dale CDP, Rhode Island",Rhode Island,8925,355,7463,175,182,0,4027,44,73132,3.98,83.62,1.96,2.04,0.0
"Warwick city, Rhode Island",Rhode Island,82823,5019,69807,1576,2550,13,38625,44,74300,6.06,84.28,1.9,3.08,0.02
"Westerly CDP, Rhode Island",Rhode Island,18423,975,15835,181,565,12,9195,44,76820,5.29,85.95,0.98,3.07,0.07
"Woonsocket city, Rhode Island",Rhode Island,43240,9086,25805,2992,2465,18,19754,44,80780,21.01,59.68,6.92,5.7,0.04
"Abbeville city, South Carolina",South Carolina,4874,52,2377,2274,7,0,2436,45,00100,1.07,48.77,46.66,0.14,0.0
"Aiken city, South Carolina",South Carolina,32025,1217,19757,9076,640,13,15451,45,00550,3.8,61.69,28.34,2.0,0.04
"Allendale town, South Carolina",South Carolina,2694,55,268,2310,4,0,1465,45,00955,2.04,9.95,85.75,0.15,0.0
"Anderson city, South Carolina",South Carolina,28106,1749,16392,8276,416,5,12695,45,01360,6.22,58.32,29.45,1.48,0.02
"Andrews town, South Carolina",South Carolina,2575,82,811,1609,5,1,1192,45,01450,3.18,31.5,62.49,0.19,0.04
"Arcadia CDP, South Carolina",South Carolina,3246,1122,1156,536,254,2,1432,45,02080,34.57,35.61,16.51,7.83,0.06
"Arial CDP, South Carolina",South Carolina,2729,220,2211,121,12,0,1222,45,02440,8.06,81.02,4.43,0.44,0.0
"Arkwright CDP, South Carolina",South Carolina,2311,182,784,1150,76,1,1004,45,02530,7.88,33.92,49.76,3.29,0.04
"Arthurtown CDP, South Carolina",South Carolina,2294,94,868,1165,71,0,1072,45,02665,4.1,37.84,50.78,3.1,0.0
"Awendaw town, South Carolina",South Carolina,1399,11,720,634,0,0,641,45,03385,0.79,51.47,45.32,0.0,0.0
"Bamberg town, South Carolina",South Carolina,3076,24,1156,1770,23,0,1406,45,03790,0.78,37.58,57.54,0.75,0.0
"Barnwell city, South Carolina",South Carolina,4652,97,1847,2393,100,10,2077,45,04060,2.09,39.7,51.44,2.15,0.21
"Batesburg-Leesville town, South Carolina",South Carolina,5270,311,2575,2191,31,4,2458,45,04300,5.9,48.86,41.57,0.59,0.08
"Baxter Village CDP, South Carolina",South Carolina,4217,132,3818,43,67,0,1486,45,04528,3.13,90.54,1.02,1.59,0.0
"Beaufort city, South Carolina",South Carolina,13607,1151,8845,2757,254,25,5947,45,04690,8.46,65.0,20.26,1.87,0.18
"Beech Island CDP, South Carolina",South Carolina,1421,76,694,548,7,3,688,45,04915,5.35,48.84,38.56,0.49,0.21
"Belton city, South Carolina",South Carolina,4335,181,3271,617,22,1,2082,45,05365,4.18,75.46,14.23,0.51,0.02
"Belvedere CDP, South Carolina",South Carolina,5380,581,3066,1410,25,4,2386,45,05410,10.8,56.99,26.21,0.46,0.07
"Ben Avon CDP, South Carolina",South Carolina,2428,73,1492,721,55,0,1261,45,05545,3.01,61.45,29.7,2.27,0.0
"Bennettsville city, South Carolina",South Carolina,7020,92,2089,4529,56,3,3591,45,05680,1.31,29.76,64.52,0.8,0.04
"Berea CDP, South Carolina",South Carolina,15578,4599,7100,3044,193,15,6403,45,05770,29.52,45.58,19.54,1.24,0.1
"Bishopville city, South Carolina",South Carolina,3024,34,753,2135,12,0,1540,45,06310,1.12,24.9,70.6,0.4,0.0
"Blacksburg town, South Carolina",South Carolina,1889,51,1282,433,13,0,854,45,06400,2.7,67.87,22.92,0.69,0.0
"Blackville town, South Carolina",South Carolina,1923,31,250,1583,6,0,1010,45,06490,1.61,13.0,82.32,0.31,0.0
"Bluffton town, South Carolina",South Carolina,27716,4048,19573,2284,571,10,11282,45,07210,14.61,70.62,8.24,2.06,0.04
"Blythewood town, South Carolina",South Carolina,4772,224,2333,1851,115,6,1760,45,07255,4.69,48.89,38.79,2.41,0.13
"Boiling Springs CDP, South Carolina",South Carolina,10405,716,7217,1487,504,1,4206,45,07345,6.88,69.36,14.29,4.84,0.01
"Bonneau Beach CDP, South Carolina",South Carolina,1982,42,1688,143,15,0,1068,45,07535,2.12,85.17,7.21,0.76,0.0
"Brookdale CDP, South Carolina",South Carolina,3845,25,48,3681,2,7,2182,45,09527,0.65,1.25,95.73,0.05,0.18
"Buffalo CDP, South Carolina",South Carolina,1288,53,979,209,6,0,622,45,10090,4.11,76.01,16.23,0.47,0.0
"Burnettown town, South Carolina",South Carolina,3105,248,2021,658,24,1,1302,45,10270,7.99,65.09,21.19,0.77,0.03
