Name,State,Total_Population,Hispanic_Latino,White_Alone,Black_Alone,Asian_Alone,Pacific_Islander_Alone,Total_Housing_Units,State_FIPS,Place_FIPS,Hispanic_Latino_Pct,White_Alone_Pct,Black_Alone_Pct,Asian_Alone_Pct,Pacific_Islander_Alone_Pct
"Schoeneck CDP, Pennsylvania",Pennsylvania,1009,15,976,5,1,0,360,42,68200,1.49,96.73,0.5,0.1,0.0
"Schuylkill Haven borough, Pennsylvania",Pennsylvania,5236,165,4788,58,37,3,2559,42,68312,3.15,91.44,1.11,0.71,0.06
"Schwenksville borough, Pennsylvania",Pennsylvania,1296,64,1098,55,7,0,666,42,68328,4.94,84.72,4.24,0.54,0.0
"Scotland CDP, Pennsylvania",Pennsylvania,1353,66,1189,31,27,1,579,42,68376,4.88,87.88,2.29,2.0,0.07
"Scottdale borough, Pennsylvania",Pennsylvania,4430,48,4157,37,13,4,2141,42,68432,1.08,93.84,0.84,0.29,0.09
"Scranton city, Pennsylvania",Pennsylvania,76328,12210,50925,5496,4232,22,34723,42,69000,16.0,66.72,7.2,5.54,0.03
"Selinsgrove borough, Pennsylvania",Pennsylvania,5713,369,4835,251,128,2,1809,42,69216,6.46,84.63,4.39,2.24,0.04
"Sellersville borough, Pennsylvania",Pennsylvania,4567,257,3878,133,69,3,1976,42,69248,5.63,84.91,2.91,1.51,0.07
"Seneca CDP, Pennsylvania",Pennsylvania,1011,4,990,1,1,0,519,42,69272,0.4,97.92,0.1,0.1,0.0
"Seven Fields borough, Pennsylvania",Pennsylvania,2919,83,2587,62,70,0,1257,42,69309,2.84,88.63,2.12,2.4,0.0
"Sewickley borough, Pennsylvania",Pennsylvania,3907,128,3301,195,71,1,2008,42,69376,3.28,84.49,4.99,1.82,0.03
"Shamokin city, Pennsylvania",Pennsylvania,6942,469,5814,275,41,0,4120,42,69600,6.76,83.75,3.96,0.59,0.0
"Shamokin Dam borough, Pennsylvania",Pennsylvania,1652,62,1482,31,28,0,817,42,69616,3.75,89.71,1.88,1.69,0.0
"Shanor-Northvue CDP, Pennsylvania",Pennsylvania,5133,82,4811,26,61,1,2419,42,69715,1.6,93.73,0.51,1.19,0.02
"Sharon city, Pennsylvania",Pennsylvania,13147,316,9509,2158,86,1,6793,42,69720,2.4,72.33,16.41,0.65,0.01
"Sharon Hill borough, Pennsylvania",Pennsylvania,6014,251,1136,4203,137,4,2279,42,69752,4.17,18.89,69.89,2.28,0.07
"Sharpsburg borough, Pennsylvania",Pennsylvania,3187,115,2469,362,60,0,1851,42,69776,3.61,77.47,11.36,1.88,0.0
"Sharpsville borough, Pennsylvania",Pennsylvania,4255,71,3868,79,19,0,2050,42,69800,1.67,90.9,1.86,0.45,0.0
"Shavertown CDP, Pennsylvania",Pennsylvania,1968,38,1857,7,24,0,920,42,69832,1.93,94.36,0.36,1.22,0.0
"Sheffield CDP, Pennsylvania",Pennsylvania,1011,11,965,3,3,0,498,42,69984,1.09,95.45,0.3,0.3,0.0
"Shenandoah borough, Pennsylvania",Pennsylvania,4243,1367,2664,94,11,0,2429,42,70056,32.22,62.79,2.22,0.26,0.0
"Shenandoah Heights CDP, Pennsylvania",Pennsylvania,1222,126,1051,15,2,0,520,42,70064,10.31,86.01,1.23,0.16,0.0
"Shillington borough, Pennsylvania",Pennsylvania,5475,980,4016,200,53,1,2391,42,70248,17.9,73.35,3.65,0.97,0.02
"Shiloh CDP, Pennsylvania",Pennsylvania,11524,698,9474,603,275,2,4959,42,70256,6.06,82.21,5.23,2.39,0.02
"Shinglehouse borough, Pennsylvania",Pennsylvania,1103,23,1052,4,1,0,525,42,70304,2.09,95.38,0.36,0.09,0.0
"Shippensburg borough, Pennsylvania",Pennsylvania,5478,331,4484,265,67,1,2798,42,70352,6.04,81.85,4.84,1.22,0.02
"Shippensburg University CDP, Pennsylvania",Pennsylvania,1890,114,1371,88,225,0,151,42,70362,6.03,72.54,4.66,11.9,0.0
"Shiremanstown borough, Pennsylvania",Pennsylvania,1634,109,1364,50,44,0,774,42,70384,6.67,83.48,3.06,2.69,0.0
"Greencastle borough, Pennsylvania",Pennsylvania,4251,124,3780,112,63,0,1988,42,30896,2.92,88.92,2.63,1.48,0.0
"Greenfields CDP, Pennsylvania",Pennsylvania,1238,249,912,33,9,0,552,42,31038,20.11,73.67,2.67,0.73,0.0
"Greenock CDP, Pennsylvania",Pennsylvania,1989,23,1851,51,1,0,1012,42,31120,1.16,93.06,2.56,0.05,0.0
"Greensburg city, Pennsylvania",Pennsylvania,14976,312,12880,761,155,0,7607,42,31200,2.08,86.0,5.08,1.03,0.0
"Green Tree borough, Pennsylvania",Pennsylvania,4941,117,4175,143,312,0,2445,42,31256,2.37,84.5,2.89,6.31,0.0
"Greenville borough, Pennsylvania",Pennsylvania,5540,121,4912,163,50,3,2584,42,31328,2.18,88.66,2.94,0.9,0.05
"Greenwood CDP, Pennsylvania",Pennsylvania,3114,50,2895,42,30,0,1498,42,31368,1.61,92.97,1.35,0.96,0.0
"Grill CDP, Pennsylvania",Pennsylvania,1469,136,1240,33,20,0,619,42,31568,9.26,84.41,2.25,1.36,0.0
"Grove City borough, Pennsylvania",Pennsylvania,7871,127,7235,77,95,0,2767,42,31656,1.61,91.92,0.98,1.21,0.0
"Guilford CDP, Pennsylvania",Pennsylvania,2923,194,2456,85,80,0,1172,42,31716,6.64,84.02,2.91,2.74,0.0
"Halfway House CDP, Pennsylvania",Pennsylvania,3273,170,2474,368,102,0,1197,42,32024,5.19,75.59,11.24,3.12,0.0
"Hallam borough, Pennsylvania",Pennsylvania,2775,197,2301,129,30,0,1267,42,32056,7.1,82.92,4.65,1.08,0.0
"Hallstead borough, Pennsylvania",Pennsylvania,1174,22,1098,6,5,0,547,42,32080,1.87,93.53,0.51,0.43,0.0
"Hamburg borough, Pennsylvania",Pennsylvania,4270,252,3803,59,24,1,2053,42,32120,5.9,89.06,1.38,0.56,0.02
"Hampton CDP, Pennsylvania",Pennsylvania,1432,183,1213,5,7,0,572,42,32320,12.78,84.71,0.35,0.49,0.0
"Hanover borough, Pennsylvania",Pennsylvania,16429,1867,13335,367,140,8,7941,42,32448,11.36,81.17,2.23,0.85,0.05
"Harleigh CDP, Pennsylvania",Pennsylvania,1050,151,846,19,21,0,459,42,32600,14.38,80.57,1.81,2.0,0.0
"Harleysville CDP, Pennsylvania",Pennsylvania,9899,328,8520,308,470,4,3911,42,32616,3.31,86.07,3.11,4.75,0.04
"Harrisburg city, Pennsylvania",Pennsylvania,50099,12904,11405,21263,1768,19,24727,42,32800,25.76,22.76,42.44,3.53,0.04
"Harveys Lake borough, Pennsylvania",Pennsylvania,2788,41,2652,0,2,0,1711,42,33000,1.47,95.12,0.0,0.07,0.0
"Hasson Heights CDP, Pennsylvania",Pennsylvania,1229,9,1186,6,2,0,600,42,33072,0.73,96.5,0.49,0.16,0.0
"Hastings borough, Pennsylvania",Pennsylvania,1213,13,1167,3,0,0,564,42,33080,1.07,96.21,0.25,0.0,0.0
"Hatboro borough, Pennsylvania",Pennsylvania,8238,478,6931,337,143,0,3659,42,33088,5.8,84.13,4.09,1.74,0.0
"Hatfield borough, Pennsylvania",Pennsylvania,3496,343,1937,201,854,1,1377,42,33112,9.81,55.41,5.75,24.43,0.03
"Haverford College CDP, Pennsylvania",Pennsylvania,1497,156,865,127,239,2,69,42,33154,10.42,57.78,8.48,15.97,0.13
"Hawley borough, Pennsylvania",Pennsylvania,1229,80,1064,20,15,0,673,42,33200,6.51,86.57,1.63,1.22,0.0
"Hayti CDP, Pennsylvania",Pennsylvania,2890,325,1370,956,76,3,1144,42,33328,11.25,47.4,33.08,2.63,0.1
"Hazleton city, Pennsylvania",Pennsylvania,29963,18898,9894,500,193,8,11860,42,33408,63.07,33.02,1.67,0.64,0.03
"Shoemakersville borough, Pennsylvania",Pennsylvania,1360,78,1224,7,6,1,630,42,70464,5.74,90.0,0.51,0.44,0.07
"Shrewsbury borough, Pennsylvania",Pennsylvania,3848,160,3376,119,62,1,1617,42,70568,4.16,87.73,3.09,1.61,0.03
"Sierra View CDP, Pennsylvania",Pennsylvania,4907,799,3131,675,64,0,1894,42,70652,16.28,63.81,13.76,1.3,0.0
"Simpson CDP, Pennsylvania",Pennsylvania,1336,68,1190,7,5,0,684,42,70840,5.09,89.07,0.52,0.37,0.0
"Sinking Spring borough, Pennsylvania",Pennsylvania,4286,748,2893,284,167,0,1817,42,70880,17.45,67.5,6.63,3.9,0.0
"Skippack CDP, Pennsylvania",Pennsylvania,4129,111,3549,129,217,0,1613,42,71008,2.69,85.95,3.12,5.26,0.0
"Skyline View CDP, Pennsylvania",Pennsylvania,4410,143,3828,153,128,0,1997,42,71032,3.24,86.8,3.47,2.9,0.0
"Slatington borough, Pennsylvania",Pennsylvania,4283,463,3538,74,18,0,1924,42,71144,10.81,82.61,1.73,0.42,0.0
"Slippery Rock borough, Pennsylvania",Pennsylvania,3081,87,2514,126,175,0,1508,42,71184,2.82,81.6,4.09,5.68,0.0
"Slippery Rock University CDP, Pennsylvania",Pennsylvania,2397,52,2019,120,72,0,436,42,71210,2.17,84.23,5.01,3.0,0.0
"Smethport borough, Pennsylvania",Pennsylvania,1436,10,1376,0,5,0,742,42,71248,0.7,95.82,0.0,0.35,0.0
"Somerset borough, Pennsylvania",Pennsylvania,6048,118,5592,61,60,0,3274,42,71776,1.95,92.46,1.01,0.99,0.0
"Souderton borough, Pennsylvania",Pennsylvania,7191,1020,5199,280,417,1,2901,42,71856,14.18,72.3,3.89,5.8,0.01
"South Coatesville borough, Pennsylvania",Pennsylvania,1601,267,588,612,14,1,669,42,72072,16.68,36.73,38.23,0.87,0.06
"South Connellsville borough, Pennsylvania",Pennsylvania,1917,23,1776,15,2,1,899,42,72080,1.2,92.64,0.78,0.1,0.05
"South Greensburg borough, Pennsylvania",Pennsylvania,2135,42,1970,35,22,0,1193,42,72192,1.97,92.27,1.64,1.03,0.0
"Southmont borough, Pennsylvania",Pennsylvania,2045,61,1821,48,22,0,1053,42,72344,2.98,89.05,2.35,1.08,0.0
"South Pottstown CDP, Pennsylvania",Pennsylvania,2150,85,1755,133,50,0,1056,42,72432,3.95,81.63,6.19,2.33,0.0
"South Temple CDP, Pennsylvania",Pennsylvania,1560,460,972,56,22,2,627,42,72520,29.49,62.31,3.59,1.41,0.13
"South Uniontown CDP, Pennsylvania",Pennsylvania,1325,22,1118,88,5,11,600,42,72552,1.66,84.38,6.64,0.38,0.83
"South Waverly borough, Pennsylvania",Pennsylvania,1070,16,999,4,10,0,464,42,72592,1.5,93.36,0.37,0.93,0.0
"Southwest Greensburg borough, Pennsylvania",Pennsylvania,2219,33,1976,46,6,0,1159,42,72616,1.49,89.05,2.07,0.27,0.0
"South Williamsport borough, Pennsylvania",Pennsylvania,6261,88,5688,140,45,0,2911,42,72648,1.41,90.85,2.24,0.72,0.0
"Heidelberg borough, Pennsylvania",Pennsylvania,1288,30,1134,51,16,0,684,42,33592,2.33,88.04,3.96,1.24,0.0
"Hellertown borough, Pennsylvania",Pennsylvania,6132,478,5212,63,114,1,2725,42,33744,7.8,85.0,1.03,1.86,0.02
"Hemlock Farms CDP, Pennsylvania",Pennsylvania,3901,352,3324,80,59,0,3227,42,33772,9.02,85.21,2.05,1.51,0.0
"Hermitage city, Pennsylvania",Pennsylvania,16230,218,14323,794,217,5,7849,42,34064,1.34,88.25,4.89,1.34,0.03
"Hershey CDP, Pennsylvania",Pennsylvania,13858,1547,9930,772,1057,11,5968,42,34144,11.16,71.66,5.57,7.63,0.08
"Highland Park CDP, Pennsylvania",Pennsylvania,1317,22,1249,10,7,0,594,42,34592,1.67,94.84,0.76,0.53,0.0
"Highspire borough, Pennsylvania",Pennsylvania,2741,424,1653,422,23,0,1383,42,34664,15.47,60.31,15.4,0.84,0.0
"Hilldale CDP, Pennsylvania",Pennsylvania,1120,36,1018,21,21,0,561,42,34776,3.21,90.89,1.88,1.88,0.0
"Hiller CDP, Pennsylvania",Pennsylvania,1258,7,1136,58,4,1,613,42,34784,0.56,90.3,4.61,0.32,0.08
"Hokendauqua CDP, Pennsylvania",Pennsylvania,3340,410,2585,161,72,3,1459,42,35120,12.28,77.4,4.82,2.16,0.09
"Hollidaysburg borough, Pennsylvania",Pennsylvania,5641,53,5289,79,69,4,2789,42,35224,0.94,93.76,1.4,1.22,0.07
"Homeacre-Lyndora CDP, Pennsylvania",Pennsylvania,6721,137,6215,58,50,2,3474,42,35364,2.04,92.47,0.86,0.74,0.03
"Homer City borough, Pennsylvania",Pennsylvania,1730,21,1640,11,2,1,840,42,35408,1.21,94.8,0.64,0.12,0.06
"Homestead borough, Pennsylvania",Pennsylvania,2884,94,804,1742,54,0,1891,42,35424,3.26,27.88,60.4,1.87,0.0
"Hometown CDP, Pennsylvania",Pennsylvania,1414,25,1351,3,7,0,619,42,35448,1.77,95.54,0.21,0.5,0.0
"Honesdale borough, Pennsylvania",Pennsylvania,4458,216,3920,46,43,0,2420,42,35520,4.85,87.93,1.03,0.96,0.0
"Honey Brook borough, Pennsylvania",Pennsylvania,1892,96,1629,34,23,0,746,42,35528,5.07,86.1,1.8,1.22,0.0
"Hopwood CDP, Pennsylvania",Pennsylvania,2062,21,1928,37,9,0,974,42,35728,1.02,93.5,1.79,0.44,0.0
"Horsham CDP, Pennsylvania",Pennsylvania,15193,1104,11862,723,862,2,6221,42,35800,7.27,78.08,4.76,5.67,0.01
"Houserville CDP, Pennsylvania",Pennsylvania,1978,47,1767,19,78,0,824,42,35888,2.38,89.33,0.96,3.94,0.0
"Houston borough, Pennsylvania",Pennsylvania,1172,29,1022,48,12,0,627,42,35896,2.47,87.2,4.1,1.02,0.0
"Hudson CDP, Pennsylvania",Pennsylvania,1436,59,1312,28,8,0,703,42,36096,4.11,91.36,1.95,0.56,0.0
"Hughestown borough, Pennsylvania",Pennsylvania,1329,33,1229,15,10,0,623,42,36152,2.48,92.48,1.13,0.75,0.0
"Hughesville borough, Pennsylvania",Pennsylvania,2154,28,2007,15,13,0,1031,42,36160,1.3,93.18,0.7,0.6,0.0
"Hummelstown borough, Pennsylvania",Pennsylvania,4544,268,3943,71,102,0,2196,42,36232,5.9,86.77,1.56,2.24,0.0
"Hummels Wharf CDP, Pennsylvania",Pennsylvania,1334,71,1160,21,44,1,636,42,36240,5.32,86.96,1.57,3.3,0.07
"Huntingdon borough, Pennsylvania",Pennsylvania,6827,147,6133,161,140,6,2920,42,36368,2.15,89.83,2.36,2.05,0.09
"Hyde CDP, Pennsylvania",Pennsylvania,1303,19,1232,6,1,0,615,42,36568,1.46,94.55,0.46,0.08,0.0
"Hyde Park CDP, Pennsylvania",Pennsylvania,2806,1185,1320,171,30,1,1152,42,36576,42.23,47.04,6.09,1.07,0.04
"Speers borough, Pennsylvania",Pennsylvania,1088,6,1017,20,3,0,539,42,72736,0.55,93.47,1.84,0.28,0.0
"Spinnerstown CDP, Pennsylvania",Pennsylvania,1697,43,1538,26,35,0,593,42,72768,2.53,90.63,1.53,2.06,0.0
"Spring City borough, Pennsylvania",Pennsylvania,3494,211,2902,157,38,0,1712,42,72920,6.04,83.06,4.49,1.09,0.0
"Springdale borough, Pennsylvania",Pennsylvania,3400,49,3116,47,2,0,1738,42,72960,1.44,91.65,1.38,0.06,0.0
"Spring Grove borough, Pennsylvania",Pennsylvania,2372,172,2021,70,14,2,987,42,73192,7.25,85.2,2.95,0.59,0.08
"Spring House CDP, Pennsylvania",Pennsylvania,3978,120,3058,122,563,0,1638,42,73264,3.02,76.87,3.07,14.15,0.0
"Spring Mount CDP, Pennsylvania",Pennsylvania,2338,101,2034,86,25,0,952,42,73312,4.32,87.0,3.68,1.07,0.0
"Spring Ridge CDP, Pennsylvania",Pennsylvania,1050,69,895,24,41,0,562,42,73318,6.57,85.24,2.29,3.9,0.0
"Spry CDP, Pennsylvania",Pennsylvania,5237,265,4390,273,112,4,2312,42,73528,5.06,83.83,5.21,2.14,0.08
"State College borough, Pennsylvania",Pennsylvania,40501,2245,31260,1141,3918,21,13407,42,73808,5.54,77.18,2.82,9.67,0.05
"State Line CDP, Pennsylvania",Pennsylvania,2804,106,2491,59,28,0,1151,42,73848,3.78,88.84,2.1,1.0,0.0
"Steelton borough, Pennsylvania",Pennsylvania,6263,1137,2183,2356,43,6,2654,42,73888,18.15,34.86,37.62,0.69,0.1
"Stewartstown borough, Pennsylvania",Pennsylvania,2129,37,1895,78,30,1,957,42,74104,1.74,89.01,3.66,1.41,0.05
"Stiles CDP, Pennsylvania",Pennsylvania,1070,137,838,47,18,0,439,42,74160,12.8,78.32,4.39,1.68,0.0
"Stonybrook CDP, Pennsylvania",Pennsylvania,3281,144,2744,120,151,0,1177,42,74416,4.39,83.63,3.66,4.6,0.0
"Stony Creek Mills CDP, Pennsylvania",Pennsylvania,1048,232,746,29,2,0,448,42,74448,22.14,71.18,2.77,0.19,0.0
"Stormstown CDP, Pennsylvania",Pennsylvania,2468,33,2283,13,24,0,878,42,74544,1.34,92.5,0.53,0.97,0.0
"Stowe CDP, Pennsylvania",Pennsylvania,3595,214,2780,340,23,3,1543,42,74660,5.95,77.33,9.46,0.64,0.08
"Strasburg borough, Pennsylvania",Pennsylvania,3117,173,2737,43,45,0,1285,42,74712,5.55,87.81,1.38,1.44,0.0
"Stroudsburg borough, Pennsylvania",Pennsylvania,5927,1185,3390,854,150,6,2909,42,74888,19.99,57.2,14.41,2.53,0.1
"Sturgeon CDP, Pennsylvania",Pennsylvania,1611,33,1476,26,6,0,677,42,74944,2.05,91.62,1.61,0.37,0.0
"Sugarcreek borough, Pennsylvania",Pennsylvania,4775,28,4520,27,6,0,2178,42,75000,0.59,94.66,0.57,0.13,0.0
"Sugar Notch borough, Pennsylvania",Pennsylvania,1001,38,891,17,5,3,474,42,75072,3.8,89.01,1.7,0.5,0.3
"Summit Hill borough, Pennsylvania",Pennsylvania,3120,140,2824,27,10,0,1479,42,75248,4.49,90.51,0.87,0.32,0.0
"Sunbury city, Pennsylvania",Pennsylvania,9719,1199,7692,338,25,6,4790,42,75304,12.34,79.14,3.48,0.26,0.06
"Sunrise Lake CDP, Pennsylvania",Pennsylvania,1396,132,1186,11,3,0,690,42,75381,9.46,84.96,0.79,0.21,0.0
"Sun Valley CDP, Pennsylvania",Pennsylvania,2414,305,1835,141,20,0,989,42,75432,12.63,76.01,5.84,0.83,0.0
"Aceitunas comunidad, Puerto Rico",Puerto Rico,1188,1185,1,0,0,0,578,72,00186,99.75,0.08,0.0,0.0,0.0
"Adjuntas zona urbana, Puerto Rico",Puerto Rico,4169,4157,7,0,0,0,1995,72,00358,99.71,0.17,0.0,0.0,0.0
"Aguada zona urbana, Puerto Rico",Puerto Rico,2839,2822,14,1,2,0,1577,72,00616,99.4,0.49,0.04,0.07,0.0
"Aguadilla zona urbana, Puerto Rico",Puerto Rico,10919,10779,87,18,11,0,6673,72,00745,98.72,0.8,0.16,0.1,0.0
"Aguas Buenas zona urbana, Puerto Rico",Puerto Rico,3083,3064,9,4,1,0,1601,72,00874,99.38,0.29,0.13,0.03,0.0
"Aguas Claras comunidad, Puerto Rico",Puerto Rico,2239,2215,16,4,0,0,1253,72,01003,98.93,0.71,0.18,0.0,0.0
"Aguilita comunidad, Puerto Rico",Puerto Rico,3936,3921,8,5,0,0,1741,72,01089,99.62,0.2,0.13,0.0,0.0
"Aibonito zona urbana, Puerto Rico",Puerto Rico,7696,7610,49,9,0,0,3730,72,01218,98.88,0.64,0.12,0.0,0.0
"Alianza comunidad, Puerto Rico",Puerto Rico,2283,2260,20,1,1,0,1014,72,01863,98.99,0.88,0.04,0.04,0.0
"Añasco zona urbana, Puerto Rico",Puerto Rico,4157,4116,24,5,0,1,2382,72,02680,99.01,0.58,0.12,0.0,0.02
"Animas comunidad, Puerto Rico",Puerto Rico,1261,1255,5,0,0,0,630,72,03024,99.52,0.4,0.0,0.0,0.0
"Antón Ruíz comunidad, Puerto Rico",Puerto Rico,1362,1349,13,0,0,0,646,72,03196,99.05,0.95,0.0,0.0,0.0
"Arecibo zona urbana, Puerto Rico",Puerto Rico,39634,39300,239,28,33,0,20466,72,03368,99.16,0.6,0.07,0.08,0.0
"Arroyo zona urbana, Puerto Rico",Puerto Rico,6441,6375,40,10,4,0,3359,72,03927,98.98,0.62,0.16,0.06,0.0
"Bajadero comunidad, Puerto Rico",Puerto Rico,3522,3506,10,3,0,0,1704,72,04658,99.55,0.28,0.09,0.0,0.0
"Barahona comunidad, Puerto Rico",Puerto Rico,2147,2140,2,0,0,0,914,72,05217,99.67,0.09,0.0,0.0,0.0
"Barceloneta zona urbana, Puerto Rico",Puerto Rico,3697,3680,7,2,0,0,1914,72,05346,99.54,0.19,0.05,0.0,0.0
"Barranquitas zona urbana, Puerto Rico",Puerto Rico,2038,2029,5,0,1,0,1092,72,05690,99.56,0.25,0.0,0.05,0.0
"Bartolo comunidad, Puerto Rico",Puerto Rico,1170,1163,1,4,1,0,570,72,06421,99.4,0.09,0.34,0.09,0.0
"Bayamón zona urbana, Puerto Rico",Puerto Rico,165368,163576,1150,206,173,4,77964,72,06593,98.92,0.7,0.12,0.1,0.0
"Bayamón comunidad, Puerto Rico",Puerto Rico,1923,1916,5,1,0,0,753,72,06679,99.64,0.26,0.05,0.0,0.0
"Benítez comunidad, Puerto Rico",Puerto Rico,1089,1085,2,0,1,0,504,72,07496,99.63,0.18,0.0,0.09,0.0
"Boquerón comunidad (Cabo Rojo Municipio), Puerto Rico",Puerto Rico,1964,1902,52,6,0,0,1524,72,07969,96.84,2.65,0.31,0.0,0.0
"Boquerón comunidad (Las Piedras Municipio), Puerto Rico",Puerto Rico,1432,1421,9,0,0,0,625,72,08099,99.23,0.63,0.0,0.0,0.0
"Breñas comunidad, Puerto Rico",Puerto Rico,3860,3748,81,11,8,0,1897,72,08700,97.1,2.1,0.28,0.21,0.0
"Brisas del Campanero comunidad, Puerto Rico",Puerto Rico,2301,2289,6,5,0,0,853,72,08722,99.48,0.26,0.22,0.0,0.0
"Buena Vista comunidad (Arroyo Municipio), Puerto Rico",Puerto Rico,1253,1246,1,3,0,0,674,72,09087,99.44,0.08,0.24,0.0,0.0
"Buena Vista comunidad (Humacao Municipio), Puerto Rico",Puerto Rico,1067,1059,5,2,1,0,530,72,09250,99.25,0.47,0.19,0.09,0.0
"Búfalo comunidad, Puerto Rico",Puerto Rico,1060,1058,0,2,0,0,485,72,09603,99.81,0.0,0.19,0.0,0.0
"Cabán comunidad, Puerto Rico",Puerto Rico,2729,2711,11,0,6,0,1386,72,09689,99.34,0.4,0.0,0.22,0.0
"Cabo Rojo zona urbana, Puerto Rico",Puerto Rico,8231,8110,75,3,15,0,4630,72,09861,98.53,0.91,0.04,0.18,0.0
"Cacao comunidad, Puerto Rico",Puerto Rico,1043,1036,5,0,0,1,468,72,10048,99.33,0.48,0.0,0.0,0.1
"Caguas zona urbana, Puerto Rico",Puerto Rico,70318,69747,309,58,54,2,35055,72,10334,99.19,0.44,0.08,0.08,0.0
"Campanilla comunidad, Puerto Rico",Puerto Rico,4243,4221,8,11,0,0,1959,72,11581,99.48,0.19,0.26,0.0,0.0
"Campo Rico comunidad, Puerto Rico",Puerto Rico,2321,2312,7,2,0,0,1128,72,11710,99.61,0.3,0.09,0.0,0.0
"Camuy zona urbana, Puerto Rico",Puerto Rico,3179,3142,28,4,1,0,1844,72,11925,98.84,0.88,0.13,0.03,0.0
"Candelaria comunidad, Puerto Rico",Puerto Rico,14662,14569,45,21,7,0,6554,72,12441,99.37,0.31,0.14,0.05,0.0
"Candelaria Arenas comunidad, Puerto Rico",Puerto Rico,3934,3902,19,10,0,0,1816,72,12560,99.19,0.48,0.25,0.0,0.0
"Candelero Arriba comunidad, Puerto Rico",Puerto Rico,1040,1024,7,5,1,0,494,72,12613,98.46,0.67,0.48,0.1,0.0
"Caño Martin Peña comunidad, Puerto Rico",Puerto Rico,10997,10877,45,50,0,0,6946,72,12806,98.91,0.41,0.45,0.0,0.0
"Canóvanas zona urbana, Puerto Rico",Puerto Rico,11976,11899,39,26,2,0,4997,72,12828,99.36,0.33,0.22,0.02,0.0
"Capitanejo comunidad, Puerto Rico",Puerto Rico,3175,3165,7,1,0,0,1452,72,13925,99.69,0.22,0.03,0.0,0.0
"Carolina zona urbana, Puerto Rico",Puerto Rico,138304,135997,1473,299,263,11,71892,72,14290,98.33,1.07,0.22,0.19,0.01
"Carrizales comunidad, Puerto Rico",Puerto Rico,2417,2388,25,4,0,0,1111,72,14634,98.8,1.03,0.17,0.0,0.0
"Cataño zona urbana, Puerto Rico",Puerto Rico,23155,22923,123,44,31,7,10890,72,15193,99.0,0.53,0.19,0.13,0.03
"Cayey zona urbana, Puerto Rico",Puerto Rico,13999,13912,53,9,14,0,7531,72,15494,99.38,0.38,0.06,0.1,0.0
"Ceiba zona urbana, Puerto Rico",Puerto Rico,4697,4635,34,11,2,0,2560,72,15924,98.68,0.72,0.23,0.04,0.0
"Ceiba comunidad, Puerto Rico",Puerto Rico,2867,2850,8,1,3,0,1267,72,16139,99.41,0.28,0.03,0.1,0.0
"Celada comunidad, Puerto Rico",Puerto Rico,3650,3624,10,2,1,0,1539,72,16440,99.29,0.27,0.05,0.03,0.0
"Central Aguirre comunidad, Puerto Rico",Puerto Rico,1155,1151,3,0,0,0,594,72,16526,99.65,0.26,0.0,0.0,0.0
"Ciales zona urbana, Puerto Rico",Puerto Rico,2828,2813,6,4,3,0,1284,72,17773,99.47,0.21,0.14,0.11,0.0
"Cidra zona urbana, Puerto Rico",Puerto Rico,4518,4496,12,2,0,0,2078,72,18074,99.51,0.27,0.04,0.0,0.0
"Coamo zona urbana, Puerto Rico",Puerto Rico,9309,9250,30,3,6,1,4926,72,18719,99.37,0.32,0.03,0.06,0.01
"Coco comunidad, Puerto Rico",Puerto Rico,4667,4627,36,0,0,0,2332,72,18891,99.14,0.77,0.0,0.0,0.0
"Comerío zona urbana, Puerto Rico",Puerto Rico,3054,3051,0,3,0,0,1557,72,19665,99.9,0.0,0.1,0.0,0.0
"Comunas comunidad, Puerto Rico",Puerto Rico,3018,3009,8,0,0,0,1337,72,19837,99.7,0.27,0.0,0.0,0.0
"Coquí comunidad, Puerto Rico",Puerto Rico,2336,2313,20,0,0,0,1344,72,20310,99.02,0.86,0.0,0.0,0.0
"Corazón comunidad, Puerto Rico",Puerto Rico,1515,1503,7,3,0,1,843,72,20353,99.21,0.46,0.2,0.0,0.07
"Corcovado comunidad, Puerto Rico",Puerto Rico,1245,1228,11,1,1,0,551,72,20482,98.63,0.88,0.08,0.08,0.0
"Corozal zona urbana, Puerto Rico",Puerto Rico,9159,9115,22,8,1,0,4005,72,20783,99.52,0.24,0.09,0.01,0.0
"Coto Laurel comunidad, Puerto Rico",Puerto Rico,2472,2457,7,4,2,0,1172,72,21213,99.39,0.28,0.16,0.08,0.0
"Coto Norte comunidad, Puerto Rico",Puerto Rico,1395,1384,6,0,1,0,662,72,21385,99.21,0.43,0.0,0.07,0.0
"Culebra zona urbana, Puerto Rico",Puerto Rico,1441,1334,96,0,2,0,1024,72,22589,92.57,6.66,0.0,0.14,0.0
"Daguao comunidad, Puerto Rico",Puerto Rico,1379,1368,6,2,0,0,718,72,23062,99.2,0.44,0.15,0.0,0.0
"Del Carmen comunidad, Puerto Rico",Puerto Rico,1492,1480,8,1,0,0,658,72,23341,99.2,0.54,0.07,0.0,0.0
"Dorado zona urbana, Puerto Rico",Puerto Rico,12172,11575,453,29,49,1,6220,72,24008,95.1,3.72,0.24,0.4,0.01
"Duque comunidad, Puerto Rico",Puerto Rico,1041,1033,3,1,0,0,554,72,24395,99.23,0.29,0.1,0.0,0.0
"El Mangó comunidad, Puerto Rico",Puerto Rico,1338,1329,4,1,0,0,633,72,25556,99.33,0.3,0.07,0.0,0.0
